Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (14, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 3, 18]
Pacman position: (14, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 3, 18]
Pacman position: (15, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 2, 17]
Pacman position: (15, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 2, 17]
Pacman position: (16, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 1, 16]
Pacman position: (16, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 1, 16]
Pacman position: (17, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 15]
Pacman position: (17, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 15]
Pacman position: (17, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 15]
Pacman position: (18, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 14]
Pacman position: (18, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 14]
Pacman position: (19, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 13]
Pacman position: (19, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 13]
Pacman position: (20, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 12]
Pacman position: (20, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 12]
Pacman position: (21, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 11]
Pacman position: (21, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 11]
Pacman position: (22, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 10]
Pacman position: (22, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 10]
Pacman position: (23, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 9]
Pacman position: (23, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 9]
Pacman position: (23, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 8]
Pacman position: (23, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 8]
Pacman position: (23, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 7]
Pacman position: (23, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 7]
Pacman position: (23, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 6]
Pacman position: (23, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 6]
Pacman position: (23, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 5]
Pacman position: (23, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 5]
Pacman position: (22, 10),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 6]
Pacman position: (22, 10),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 6]
Pacman position: (21, 10),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 7]
Pacman position: (21, 10),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 7]
Pacman position: (20, 10),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 8]
Pacman position: (20, 10),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 8]
Pacman position: (20, 11),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 7]
Pacman position: (20, 11),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 7]
Pacman position: (20, 12),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 6]
Pacman position: (20, 12),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 6]
Pacman position: (20, 13),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 5]
Pacman position: (20, 13),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 5]
Pacman position: (20, 14),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 6]
Pacman position: (20, 14),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 6]
Pacman position: (20, 15),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 7]
Pacman position: (20, 15),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 7]
Pacman position: (21, 15),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 6]
Pacman position: (21, 15),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 6]
Pacman position: (22, 15),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 5]
Pacman position: (22, 15),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 5]
Pacman position: (23, 15),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 4]
Pacman position: (23, 15),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 4]
Pacman position: (23, 14),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 3]
Pacman position: (23, 14),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 3]
Pacman position: (24, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 2]
Pacman position: (24, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 2]
Pacman position: (25, 14),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 1]
Pacman position: (25, 14),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 1]
Pacman position: (1, 18),Legal actions: ['South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [13, 25, 28, 29]
Pacman position: (1, 18),Legal actions: ['South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [13, 25, 28, 29]
Pacman position: (1, 17),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [12, 24, 27, 28]
Pacman position: (1, 17),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [12, 24, 27, 28]
Pacman position: (1, 16),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [11, 23, 26, 27]
Pacman position: (1, 18),Legal actions: ['South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [13, 25, 28, 29]
Pacman position: (1, 18),Legal actions: ['South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [13, 25, 28, 29]
Pacman position: (1, 17),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [12, 24, 27, 28]
Pacman position: (1, 16),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [11, 23, 26, 27]
Pacman position: (1, 15),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [10, 22, 25, 26]
Pacman position: (1, 14),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [9, 21, 24, 25]
Pacman position: (1, 13),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [8, 20, 23, 24]
Pacman position: (1, 12),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [7, 19, 22, 25]
Pacman position: (1, 11),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [6, 18, 21, 26]
Pacman position: (1, 10),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [5, 17, 20, 27]
Pacman position: (1, 9),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [4, 16, 19, 28]
Pacman position: (1, 8),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [5, 15, 18, 29]
Pacman position: (1, 7),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [6, 14, 17, 30]
Pacman position: (1, 6),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [7, 13, 16, 31]
Pacman position: (2, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [6, 12, 15, 30]
Pacman position: (3, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [5, 11, 14, 29]
Pacman position: (3, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [4, 12, 15, 28]
Pacman position: (3, 8),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [3, 13, 16, 27]
Pacman position: (4, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [2, 12, 15, 26]
Pacman position: (4, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [1, 13, 16, 25]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 6), (25, 13)],Ghosts distances: [None, 12, 15, 24]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 6), (25, 13)],Ghosts distances: [None, 12, 15, 24]
Pacman position: (5, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 6), (25, 13)],Ghosts distances: [None, 11, 14, 25]
Pacman position: (6, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 6), (25, 13)],Ghosts distances: [None, 10, 13, 24]
Pacman position: (6, 7),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 6), (25, 13)],Ghosts distances: [None, 9, 12, 25]
Pacman position: (6, 6),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 6), (25, 13)],Ghosts distances: [None, 8, 11, 26]
Pacman position: (7, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 6), (25, 13)],Ghosts distances: [None, 7, 10, 25]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 6), (25, 13)],Ghosts distances: [None, 6, 9, 24]
Pacman position: (8, 5),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 6), (25, 13)],Ghosts distances: [None, 5, 10, 25]
Pacman position: (9, 5),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 6), (25, 13)],Ghosts distances: [None, 4, 9, 24]
Pacman position: (9, 4),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 6), (25, 13)],Ghosts distances: [None, 3, 10, 25]
Pacman position: (10, 4),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 6), (25, 13)],Ghosts distances: [None, 2, 9, 24]
Pacman position: (10, 3),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 6), (25, 13)],Ghosts distances: [None, 1, 10, 25]
Pacman position: (11, 3),Legal actions: ['North', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 9, 24]
Pacman position: (11, 3),Legal actions: ['North', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 9, 24]
Pacman position: (11, 4),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 8, 23]
Pacman position: (11, 5),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 7, 22]
Pacman position: (11, 6),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 6, 21]
Pacman position: (11, 7),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 7, 20]
Pacman position: (11, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 8, 19]
Pacman position: (11, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 9, 18]
Pacman position: (11, 10),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 10, 17]
Pacman position: (11, 11),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 11, 16]
Pacman position: (11, 12),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 12, 15]
Pacman position: (12, 12),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 11, 14]
Pacman position: (13, 12),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 10, 13]
Pacman position: (13, 11),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 9, 14]
Pacman position: (13, 10),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 8, 15]
Pacman position: (13, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 7, 16]
Pacman position: (14, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 6, 15]
Pacman position: (14, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 5, 16]
Pacman position: (14, 7),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 4, 17]
Pacman position: (14, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 3, 18]
Pacman position: (15, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 2, 17]
Pacman position: (16, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 13)],Ghosts distances: [None, None, 1, 16]
Pacman position: (17, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 15]
Pacman position: (17, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 15]
Pacman position: (18, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 14]
Pacman position: (19, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 13]
Pacman position: (20, 6),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 12]
Pacman position: (21, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 11]
Pacman position: (22, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 10]
Pacman position: (23, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 9]
Pacman position: (23, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 8]
Pacman position: (23, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, False, True],Ghosts positions: [(1, 1), (3, 1), (5, 1), (25, 13)],Ghosts distances: [None, None, None, 7]
